Rank,Firearms,MSA_name,,Rank,Homicides,MSA_name,,Rank,Firearm Licenses,MSA_name
381,0.022963802,"Albuquerque, NM MSA",,381,0.058951653,"Colorado Springs, CO MSA",,381,0.027259149,"Utica-Rome, NY MSA"
382,0.02294005,"Eugene, OR MSA",,382,0.055111305,"Mansfield, OH MSA",,382,0.026972118,"Oskaloosa, IA MicroSA"
383,0.022397821,"Elizabethtown-Fort Knox, KY MSA",,383,0.054724656,"Lexington-Fayette, KY MSA",,383,0.026606003,"Grand Forks, ND-MN MSA"
384,0.022157535,"Elk City, OK MicroSA",,384,0.053942496,"Safford, AZ MicroSA",,384,0.026559642,"Mansfield, OH MSA"
385,0.021909862,"Laramie, WY MicroSA",,385,0.053806267,"Brownwood, TX MicroSA",,385,0.026482102,"Blacksburg-Christiansburg-Radford, VA MSA"
386,0.021498543,"Deltona-Daytona Beach-Ormond Beach, FL MSA",,386,0.052706065,"Stillwater, OK MicroSA",,386,0.026233726,"Homosassa Springs, FL MSA"
387,0.021401444,"Marion, IN MicroSA",,387,0.051229148,"Evansville, IN-KY MSA",,387,0.025488947,"Jacksonville, FL MSA"
388,0.021009686,"Oil City, PA MicroSA",,388,0.050777532,"Palm Bay-Melbourne-Titusville, FL MSA",,388,0.025460043,"Price, UT MicroSA"
389,0.020680788,"Jacksonville, NC MSA",,389,0.049229386,"Santa Fe, NM MSA",,389,0.02532056,"Washington, IN MicroSA"
390,0.020643904,"Moses Lake, WA MicroSA",,390,0.048205659,"Wahpeton, ND-MN MicroSA",,390,0.025017303,"Crestview-Fort Walton Beach-Destin, FL MSA"
391,0.020628996,"Lexington, NE MicroSA",,391,0.047852454,"Sherman-Denison, TX MSA",,391,0.024774705,"Chambersburg-Waynesboro, PA MSA"
392,0.020569326,"Burlington, NC MSA",,392,0.047368964,"Canton-Massillon, OH MSA",,392,0.024647707,"Paris, TX MicroSA"
393,0.020378883,"El Paso, TX MSA",,393,0.046058369,"Prineville, OR MicroSA",,393,0.023611305,"Springfield, OH MSA"
394,0.020079699,"Truckee-Grass Valley, CA MicroSA",,394,0.043475565,"Clarksburg, WV MicroSA",,394,0.022802123,"Clovis, NM MicroSA"
395,0.019048602,"Newport, TN MicroSA",,395,0.042527555,"Huntington-Ashland, WV-KY-OH MSA",,395,0.022176469,"North Port-Sarasota-Bradenton, FL MSA"
396,0.018980606,"Abilene, TX MSA",,396,0.039220643,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",,396,0.021825002,"Madisonville, KY MicroSA"
397,0.018726986,"Norwalk, OH MicroSA",,397,0.038764385,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",,397,0.021355695,"Whitewater-Elkhorn, WI MicroSA"
398,0.018699393,"Huntsville, TX MicroSA",,398,0.038503766,"Elko, NV MicroSA",,398,0.019197456,"Green Bay, WI MSA"
399,0.01840949,"Orlando-Kissimmee-Sanford, FL MSA",,399,0.034267677,"Lebanon, MO MicroSA",,399,0.018941632,"Pontiac, IL MicroSA"
400,0.018098764,"Las Cruces, NM MSA",,400,0.033273409,"Lake Havasu City-Kingman, AZ MSA",,400,0.018843656,"Emporia, KS MicroSA"
401,0.017843129,"Enid, OK MicroSA",,401,0.031914622,"Elkhart-Goshen, IN MSA",,401,0.018555156,"Burlington, NC MSA"
402,0.017647379,"Seymour, IN MicroSA",,402,0.02893552,"North Vernon, IN MicroSA",,402,0.018292919,"Sioux City, IA-NE-SD MSA"
403,0.017499741,"Reno, NV MSA",,403,0.027317591,"Hagerstown-Martinsburg, MD-WV MSA",,403,0.017886276,"Huron, SD MicroSA"
404,0.017002149,"Cape Coral-Fort Myers, FL MSA",,404,0.025702513,"Winston-Salem, NC MSA",,404,0.017566258,"Washington Court House, OH MicroSA"
405,0.016757841,"Butte-Silver Bow, MT MicroSA",,405,0.024563445,"Cleveland, TN MSA",,405,0.017431037,"Decatur, IN MicroSA"
406,0.01647008,"Lebanon, PA MSA",,406,0.02320885,"Crestview-Fort Walton Beach-Destin, FL MSA",,406,0.01674695,"Merrill, WI MicroSA"
407,0.016355116,"Palm Bay-Melbourne-Titusville, FL MSA",,407,0.022337638,"Branson, MO MicroSA",,407,0.015318393,"Altoona, PA MSA"
408,0.016171242,"Meadville, PA MicroSA",,408,0.022074123,"Davenport-Moline-Rock Island, IA-IL MSA",,408,0.015300944,"Astoria, OR MicroSA"
409,0.016083954,"Winchester, VA-WV MSA",,409,0.02192033,"Port St. Lucie, FL MSA",,409,0.014969327,"Centralia, WA MicroSA"
410,0.015710833,"Amarillo, TX MSA",,410,0.021832274,"Cornelia, GA MicroSA",,410,0.014952602,"Hammond, LA MSA"
411,0.015559753,"Selma, AL MicroSA",,411,0.021655817,"New Castle, IN MicroSA",,411,0.014491125,"Jesup, GA MicroSA"
412,0.015342958,"South Bend-Mishawaka, IN-MI MSA",,412,0.021386813,"Pontiac, IL MicroSA",,412,0.014125812,"Arkadelphia, AR MicroSA"
413,0.014983643,"Scranton--Wilkes-Barre--Hazleton, PA MSA",,413,0.018565261,"Orlando-Kissimmee-Sanford, FL MSA",,413,0.013708399,"Altus, OK MicroSA"
414,0.014799367,"Cornelia, GA MicroSA",,414,0.017296381,"Point Pleasant, WV-OH MicroSA",,414,0.0129227,"Moberly, MO MicroSA"
415,0.01450329,"Lakeland-Winter Haven, FL MSA",,415,0.017007267,"Fort Morgan, CO MicroSA",,415,0.012743072,"Toccoa, GA MicroSA"
416,0.014161863,"Owosso, MI MicroSA",,416,0.016034968,"Aberdeen, WA MicroSA",,416,0.01136024,"Daphne-Fairhope-Foley, AL MSA"
417,0.013960904,"Sweetwater, TX MicroSA",,417,0.015956734,"Calhoun, GA MicroSA",,417,0.011239848,"Effingham, IL MicroSA"
418,0.013676478,"Provo-Orem, UT MSA",,418,0.015698946,"Greeneville, TN MicroSA",,418,0.011065916,"Columbus, IN MSA"
419,0.013641021,"Topeka, KS MSA",,419,0.014501841,"Cape Coral-Fort Myers, FL MSA",,419,0.009819108,"St. Cloud, MN MSA"
420,0.013555669,"Red Bluff, CA MicroSA",,420,0.01410365,"Albertville, AL MicroSA",,420,0.00975179,"Atchison, KS MicroSA"
421,0.013238829,"Bucyrus, OH MicroSA",,421,0.013897793,"Fallon, NV MicroSA",,421,0.009728372,"Pueblo, CO MSA"
422,0.012623446,"Indiana, PA MicroSA",,422,0.013549808,"Laredo, TX MSA",,422,0.009485182,"Corvallis, OR MSA"
423,0.012407984,"Harrisonburg, VA MSA",,423,0.013397456,"Morehead City, NC MicroSA",,423,0.009156798,"Gaffney, SC MicroSA"
424,0.012135483,"St. Cloud, MN MSA",,424,0.013287841,"Charlotte-Concord-Gastonia, NC-SC MSA",,424,0.008604637,"Alamogordo, NM MicroSA"
425,0.012110746,"Colorado Springs, CO MSA",,425,0.012800739,"Bloomsburg-Berwick, PA MSA",,425,0.008467648,"Seattle-Tacoma-Bellevue, WA MSA"
426,0.012042212,"Athens, TN MicroSA",,426,0.012609941,"Bellefontaine, OH MicroSA",,426,0.00845639,"Mount Airy, NC MicroSA"
427,0.011922858,"Sebastian-Vero Beach, FL MSA",,427,0.012594114,"Rapid City, SD MSA",,427,0.007969185,"Richmond, VA MSA"
428,0.011835351,"Wenatchee, WA MSA",,428,0.012174178,"Richmond-Berea, KY MicroSA",,428,0.006652946,"Canton, IL MicroSA"
429,0.01168684,"Sebring, FL MSA",,429,0.010117713,"Ontario, OR-ID MicroSA",,429,0.006472106,"Cornelia, GA MicroSA"
430,0.011437926,"Paris, TX MicroSA",,430,0.006019081,"Las Cruces, NM MSA",,430,0.006239501,"Vernal, UT MicroSA"
431,0.010881197,"Wooster, OH MicroSA",,431,0.00587778,"Great Falls, MT MSA",,431,0.005521335,"Durham-Chapel Hill, NC MSA"
432,0.010794258,"Jackson, MI MSA",,432,0.003801817,"Pittsburgh, PA MSA",,432,0.0050874,"Las Vegas, NM MicroSA"
433,0.010699159,"East Stroudsburg, PA MSA",,433,0.001271957,"Cullman, AL MicroSA",,433,0.003701957,"Mexico, MO MicroSA"
434,0.01051011,"Muncie, IN MSA",,434,8.40E-06,"Searcy, AR MicroSA",,434,0.003517726,"Grand Rapids-Wyoming, MI MSA"
435,0.010474725,"Marinette, WI-MI MicroSA",,435,-0.000922389,"Carson City, NV MSA",,435,0.003383653,"Muskegon, MI MSA"
436,0.010224815,"Oak Harbor, WA MicroSA",,436,-0.001573675,"Crawfordsville, IN MicroSA",,436,0.003333721,"Gainesville, FL MSA"
437,0.009971977,"Asheville, NC MSA",,437,-0.002106687,"Evanston, WY MicroSA",,437,0.003227118,"Platteville, WI MicroSA"
438,0.009929521,"Marquette, MI MicroSA",,438,-0.002356782,"Lynchburg, VA MSA",,438,0.00251052,"Magnolia, AR MicroSA"
439,0.009504324,"Detroit-Warren-Dearborn, MI MSA",,439,-0.002627518,"Reno, NV MSA",,439,0.002489529,"Peru, IN MicroSA"
440,0.009461139,"Blytheville, AR MicroSA",,440,-0.002836718,"Statesboro, GA MicroSA",,440,0.001878768,"Mount Vernon-Anacortes, WA MSA"
441,0.009440324,"Spokane-Spokane Valley, WA MSA",,441,-0.004428768,"Homosassa Springs, FL MSA",,441,0.000526638,"Miami-Fort Lauderdale-West Palm Beach, FL MSA"
442,0.009413588,"Joplin, MO MSA",,442,-0.004668214,"Durango, CO MicroSA",,442,-5.16E-05,"Mount Vernon, OH MicroSA"
443,0.00936427,"Manhattan, KS MSA",,443,-0.007966763,"Deltona-Daytona Beach-Ormond Beach, FL MSA",,443,-0.000693575,"Winston-Salem, NC MSA"
444,0.009342567,"Mount Airy, NC MicroSA",,444,-0.008578985,"Erie, PA MSA",,444,-0.001348919,"Glens Falls, NY MSA"
445,0.009303111,"Roseburg, OR MicroSA",,445,-0.009652586,"San Angelo, TX MSA",,445,-0.001596391,"Greenville, OH MicroSA"
446,0.009128291,"Kinston, NC MicroSA",,446,-0.010305288,"Springfield, MO MSA",,446,-0.002107102,"Jacksonville, IL MicroSA"
447,0.009100452,"Greeneville, TN MicroSA",,447,-0.010501704,"Cincinnati, OH-KY-IN MSA",,447,-0.002389415,"Kingston, NY MSA"
448,0.009079568,"Olean, NY MicroSA",,448,-0.012003835,"Jamestown, ND MicroSA",,448,-0.002480672,"Show Low, AZ MicroSA"
449,0.008770324,"Eau Claire, WI MSA",,449,-0.012046909,"Lakeland-Winter Haven, FL MSA",,449,-0.002485907,"Coos Bay, OR MicroSA"
450,0.008645703,"Merrill, WI MicroSA",,450,-0.012425513,"Butte-Silver Bow, MT MicroSA",,450,-0.002624672,"Wichita Falls, TX MSA"
451,0.008590276,"Medford, OR MSA",,451,-0.012515053,"Cambridge, OH MicroSA",,451,-0.003549181,"Columbus, MS MicroSA"
452,0.008372515,"Corinth, MS MicroSA",,452,-0.013615202,"Waco, TX MSA",,452,-0.003702084,"Spartanburg, SC MSA"
453,0.007545676,"Garden City, KS MicroSA",,453,-0.013801154,"Wichita Falls, TX MSA",,453,-0.005327696,"Muskogee, OK MicroSA"
454,0.007253576,"Portales, NM MicroSA",,454,-0.014363669,"Atchison, KS MicroSA",,454,-0.005500293,"Jackson, TN MSA"
455,0.007069495,"Toccoa, GA MicroSA",,455,-0.015932172,"Duncan, OK MicroSA",,455,-0.005687484,"Frankfort, KY MicroSA"
456,0.007038245,"Dyersburg, TN MicroSA",,456,-0.015940261,"Gardnerville Ranchos, NV MicroSA",,456,-0.006355667,"St. Marys, GA MicroSA"
457,0.006975765,"Kendallville, IN MicroSA",,457,-0.017485186,"Tyler, TX MSA",,457,-0.007306299,"Logansport, IN MicroSA"
458,0.006956126,"Cleveland-Elyria, OH MSA",,458,-0.021586242,"York-Hanover, PA MSA",,458,-0.007329652,"DuBois, PA MicroSA"
459,0.006311399,"Gainesville, FL MSA",,459,-0.025772583,"Rolla, MO MicroSA",,459,-0.007790136,"Owosso, MI MicroSA"
460,0.006262602,"Blacksburg-Christiansburg-Radford, VA MSA",,460,-0.030764357,"Dumas, TX MicroSA",,460,-0.007852048,"Raleigh, NC MSA"
461,0.006066135,"Tiffin, OH MicroSA",,461,-0.032613662,"Freeport, IL MicroSA",,461,-0.008950251,"Guymon, OK MicroSA"
462,0.006004319,"Sevierville, TN MicroSA",,462,-0.033818451,"Danville, KY MicroSA",,462,-0.009026882,"Traverse City, MI MicroSA"
463,0.005932918,"Jasper, IN MicroSA",,463,-0.035335359,"Crossville, TN MicroSA",,463,-0.009420194,"East Stroudsburg, PA MSA"
464,0.005930078,"Wichita, KS MSA",,464,-0.037109541,"Terre Haute, IN MSA",,464,-0.009515091,"Bowling Green, KY MSA"
465,0.005833825,"Mount Pleasant, MI MicroSA",,465,-0.03741903,"Coos Bay, OR MicroSA",,465,-0.01009616,"Fort Leonard Wood, MO MicroSA"
466,0.005467321,"Bend-Redmond, OR MSA",,466,-0.037718942,"Phoenix-Mesa-Scottsdale, AZ MSA",,466,-0.011112145,"Cookeville, TN MicroSA"
467,0.005458288,"Magnolia, AR MicroSA",,467,-0.03782169,"Modesto, CA MSA",,467,-0.011554053,"Cambridge, MD MicroSA"
468,0.005379213,"Morehead City, NC MicroSA",,468,-0.038529338,"Snyder, TX MicroSA",,468,-0.012299974,"Woodward, OK MicroSA"
469,0.005240848,"Pocatello, ID MSA",,469,-0.0401502,"Elmira, NY MSA",,469,-0.012395792,"Big Rapids, MI MicroSA"
470,0.005185327,"Raleigh, NC MSA",,470,-0.042177096,"Tullahoma-Manchester, TN MicroSA",,470,-0.012886671,"Palestine, TX MicroSA"
471,0.004627443,"Port St. Lucie, FL MSA",,471,-0.044241754,"Moses Lake, WA MicroSA",,471,-0.014118531,"Cleveland, TN MSA"
472,0.004619367,"Portsmouth, OH MicroSA",,472,-0.044691725,"El Centro, CA MSA",,472,-0.014654071,"Van Wert, OH MicroSA"
473,0.004333689,"Lubbock, TX MSA",,473,-0.045689527,"Kalamazoo-Portage, MI MSA",,473,-0.015029745,"Evanston, WY MicroSA"
474,0.004008451,"San Angelo, TX MSA",,474,-0.045784014,"Mount Sterling, KY MicroSA",,474,-0.015241122,"Batavia, NY MicroSA"
475,0.002979458,"Guymon, OK MicroSA",,475,-0.046034957,"Mount Vernon-Anacortes, WA MSA",,475,-0.015392218,"Greensburg, IN MicroSA"
476,0.002901121,"Hinesville, GA MSA",,476,-0.046774901,"Frankfort, IN MicroSA",,476,-0.017114604,"Decatur, AL MSA"
477,0.002579647,"Picayune, MS MicroSA",,477,-0.047359941,"Joplin, MO MSA",,477,-0.017176496,"Pensacola-Ferry Pass-Brent, FL MSA"
478,0.002391566,"Wilmington, NC MSA",,478,-0.047816418,"Johnson City, TN MSA",,478,-0.017436633,"Shelby, NC MicroSA"
479,0.001743388,"Plymouth, IN MicroSA",,479,-0.04788541,"Batesville, AR MicroSA",,479,-0.017655373,"Tallahassee, FL MSA"
480,0.001607735,"St. George, UT MSA",,480,-0.047923933,"Syracuse, NY MSA",,480,-0.018026536,"Wauchula, FL MicroSA"
481,0.001238489,"Morristown, TN MSA",,481,-0.050325702,"Athens-Clarke County, GA MSA",,481,-0.018106335,"Selinsgrove, PA MicroSA"
482,0.000785976,"Kennewick-Richland, WA MSA",,482,-0.050642242,"Sedalia, MO MicroSA",,482,-0.018523969,"Santa Fe, NM MSA"
483,0.000600562,"Key West, FL MicroSA",,483,-0.051143019,"Morgantown, WV MSA",,483,-0.018927509,"Newport, TN MicroSA"
484,5.46E-05,"Zanesville, OH MicroSA",,484,-0.052693531,"Gainesville, FL MSA",,484,-0.019361631,"Sidney, OH MicroSA"
485,-0.000191793,"Bismarck, ND MSA",,485,-0.052763187,"Merrill, WI MicroSA",,485,-0.020213574,"Grants, NM MicroSA"
486,-0.000237455,"Crescent City, CA MicroSA",,486,-0.053085492,"New Philadelphia-Dover, OH MicroSA",,486,-0.020515342,"Troy, AL MicroSA"
487,-0.00036405,"Greenville, OH MicroSA",,487,-0.054421772,"Helena, MT MicroSA",,487,-0.021096459,"Iowa City, IA MSA"
488,-0.000952266,"Fayetteville-Springdale-Rogers, AR-MO MSA",,488,-0.054558796,"Knoxville, TN MSA",,488,-0.021508769,"Natchitoches, LA MicroSA"
489,-0.001719302,"Watertown-Fort Atkinson, WI MicroSA",,489,-0.054618157,"Mount Vernon, OH MicroSA",,489,-0.022359001,"Virginia Beach-Norfolk-Newport News, VA-NC MSA"
490,-0.002838043,"Farmington, MO MicroSA",,490,-0.056250967,"Kendallville, IN MicroSA",,490,-0.02269093,"Montgomery, AL MSA"
491,-0.003120623,"Lewisburg, PA MicroSA",,491,-0.056352195,"North Port-Sarasota-Bradenton, FL MSA",,491,-0.022695657,"Cape Coral-Fort Myers, FL MSA"
492,-0.003249696,"Marion, OH MicroSA",,492,-0.058838823,"Billings, MT MSA",,492,-0.022826531,"Lake Charles, LA MSA"
493,-0.003433151,"Pecos, TX MicroSA",,493,-0.059353342,"Forest City, NC MicroSA",,493,-0.022904709,"Panama City, FL MSA"
494,-0.003573885,"Minot, ND MicroSA",,494,-0.060232552,"Enid, OK MicroSA",,494,-0.023024079,"Fitzgerald, GA MicroSA"
495,-0.003935584,"Corvallis, OR MSA",,495,-0.060338707,"Omaha-Council Bluffs, NE-IA MSA",,495,-0.023537895,"Goldsboro, NC MSA"
496,-0.004567974,"Arcadia, FL MicroSA",,496,-0.060520114,"Mitchell, SD MicroSA",,496,-0.023867685,"Snyder, TX MicroSA"
497,-0.004862975,"Olympia-Tumwater, WA MSA",,497,-0.067020119,"Gainesville, GA MSA",,497,-0.023879079,"Union City, TN-KY MicroSA"
498,-0.005146951,"Cumberland, MD-WV MSA",,498,-0.067195263,"Huntsville, TX MicroSA",,498,-0.024874755,"Johnson City, TN MSA"
499,-0.005186808,"Selinsgrove, PA MicroSA",,499,-0.067498107,"Chillicothe, OH MicroSA",,499,-0.025730436,"Syracuse, NY MSA"
500,-0.006040692,"Lawrenceburg, TN MicroSA",,500,-0.068610437,"Riverside-San Bernardino-Ontario, CA MSA",,500,-0.027540883,"Fort Dodge, IA MicroSA"
501,-0.006318922,"Brainerd, MN MicroSA",,501,-0.069124257,"Seymour, IN MicroSA",,501,-0.027689555,"Las Vegas-Henderson-Paradise, NV MSA"
502,-0.006330163,"Washington Court House, OH MicroSA",,502,-0.072031344,"Sacramento--Roseville--Arden-Arcade, CA MSA",,502,-0.02913753,"London, KY MicroSA"
503,-0.006427236,"Ontario, OR-ID MicroSA",,503,-0.072768017,"Janesville-Beloit, WI MSA",,503,-0.029139746,"Jackson, MI MSA"
504,-0.006720187,"Chico, CA MSA",,504,-0.075250268,"Reading, PA MSA",,504,-0.029165035,"Dalton, GA MSA"
505,-0.006950923,"Juneau, AK MicroSA",,505,-0.077003544,"Fort Madison-Keokuk, IA-IL-MO MicroSA",,505,-0.029888372,"Corpus Christi, TX MSA"
506,-0.007203431,"Elizabeth City, NC MicroSA",,506,-0.080832332,"Yuma, AZ MSA",,506,-0.030349091,"Omaha-Council Bluffs, NE-IA MSA"
507,-0.007486674,"New Bern, NC MSA",,507,-0.082390675,"Waterloo-Cedar Falls, IA MSA",,507,-0.03121633,"Lansing-East Lansing, MI MSA"
508,-0.007516684,"Taos, NM MicroSA",,508,-0.082456594,"Manitowoc, WI MicroSA",,508,-0.031330738,"Thomaston, GA MicroSA"
509,-0.007936951,"Boone, IA MicroSA",,509,-0.083891039,"Chico, CA MSA",,509,-0.03193862,"Bakersfield, CA MSA"
510,-0.008009384,"Denver-Aurora-Lakewood, CO MSA",,510,-0.083913932,"Marion, OH MicroSA",,510,-0.032004861,"Dumas, TX MicroSA"
511,-0.008214646,"Lansing-East Lansing, MI MSA",,511,-0.084635999,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",,511,-0.032951464,"Rochester, NY MSA"
512,-0.008689247,"Paducah, KY-IL MicroSA",,512,-0.085317579,"Tampa-St. Petersburg-Clearwater, FL MSA",,512,-0.034116937,"Bay City, MI MSA"
513,-0.00869471,"Wilson, NC MicroSA",,513,-0.085945085,"Harrisburg-Carlisle, PA MSA",,513,-0.036299711,"Roswell, NM MicroSA"
514,-0.00904538,"Niles-Benton Harbor, MI MSA",,514,-0.087079535,"Rochester, NY MSA",,514,-0.036356209,"La Crosse-Onalaska, WI-MN MSA"
515,-0.009591845,"Longview, WA MSA",,515,-0.087386554,"Kingsport-Bristol-Bristol, TN-VA MSA",,515,-0.036493298,"Columbia, MO MSA"
516,-0.010217421,"Great Bend, KS MicroSA",,516,-0.088781445,"Sturgis, MI MicroSA",,516,-0.036735314,"Alice, TX MicroSA"
517,-0.010316167,"Columbia, MO MSA",,517,-0.08901286,"Findlay, OH MicroSA",,517,-0.038434498,"Okeechobee, FL MicroSA"
518,-0.01084367,"Fort Collins, CO MSA",,518,-0.089031833,"Owensboro, KY MSA",,518,-0.038880174,"Coldwater, MI MicroSA"
519,-0.012040422,"Angola, IN MicroSA",,519,-0.090787235,"Sheridan, WY MicroSA",,519,-0.038916232,"Gulfport-Biloxi-Pascagoula, MS MSA"
520,-0.012057528,"Canton-Massillon, OH MSA",,520,-0.091426024,"Durant, OK MicroSA",,520,-0.039176174,"Albany, GA MSA"
521,-0.012097894,"Pueblo, CO MSA",,521,-0.094567318,"Albany, OR MSA",,521,-0.039315386,"Houma-Thibodaux, LA MSA"
522,-0.012427771,"Greeley, CO MSA",,522,-0.096785754,"Plymouth, IN MicroSA",,522,-0.039599639,"Deltona-Daytona Beach-Ormond Beach, FL MSA"
523,-0.012476626,"Watertown, SD MicroSA",,523,-0.098400234,"Daphne-Fairhope-Foley, AL MSA",,523,-0.041811218,"Columbus, GA-AL MSA"
524,-0.012484096,"Altoona, PA MSA",,524,-0.098801545,"Dallas-Fort Worth-Arlington, TX MSA",,524,-0.042118563,"Big Spring, TX MicroSA"
525,-0.012491661,"Rexburg, ID MicroSA",,525,-0.099783521,"El Campo, TX MicroSA",,525,-0.04245562,"Pittsburg, KS MicroSA"
526,-0.013120268,"Sturgis, MI MicroSA",,526,-0.100238944,"New Ulm, MN MicroSA",,526,-0.043107294,"Sunbury, PA MicroSA"
527,-0.0133518,"Omaha-Council Bluffs, NE-IA MSA",,527,-0.100500877,"Hilo, HI MicroSA",,527,-0.043206735,"Owensboro, KY MSA"
528,-0.013507936,"Ellensburg, WA MicroSA",,528,-0.103122571,"Huntington, IN MicroSA",,528,-0.043344813,"Freeport, IL MicroSA"
529,-0.013629308,"Del Rio, TX MicroSA",,529,-0.108881331,"Marshall, MN MicroSA",,529,-0.043464915,"Gadsden, AL MSA"
530,-0.01389615,"St. Joseph, MO-KS MSA",,530,-0.110409998,"Champaign-Urbana, IL MSA",,530,-0.044164612,"Elizabeth City, NC MicroSA"
531,-0.01407391,"Marshalltown, IA MicroSA",,531,-0.112174459,"San Francisco-Oakland-Hayward, CA MSA",,531,-0.044787333,"Winona, MN MicroSA"
532,-0.014131071,"Kill Devil Hills, NC MicroSA",,532,-0.114927673,"Lawrence, KS MSA",,532,-0.045662507,"Salina, KS MicroSA"
533,-0.015380125,"Yuba City, CA MSA",,533,-0.115777651,"Walla Walla, WA MSA",,533,-0.046176316,"Centralia, IL MicroSA"
534,-0.015541878,"Springfield, OH MSA",,534,-0.116646273,"Fremont, OH MicroSA",,534,-0.046269271,"Vincennes, IN MicroSA"
535,-0.015680725,"Vernal, UT MicroSA",,535,-0.11679255,"Vermillion, SD MicroSA",,535,-0.047542029,"Mount Sterling, KY MicroSA"
536,-0.015812486,"Gillette, WY MicroSA",,536,-0.11841013,"The Dalles, OR MicroSA",,536,-0.047904663,"Lafayette, LA MSA"
537,-0.016218456,"Escanaba, MI MicroSA",,537,-0.120139199,"Sault Ste. Marie, MI MicroSA",,537,-0.048693799,"Battle Creek, MI MSA"
538,-0.016534781,"Great Falls, MT MSA",,538,-0.121634906,"Missoula, MT MSA",,538,-0.049104596,"Alma, MI MicroSA"
539,-0.017082175,"Ogden-Clearfield, UT MSA",,539,-0.122151896,"Staunton-Waynesboro, VA MSA",,539,-0.049140464,"Yankton, SD MicroSA"
540,-0.017228491,"Pierre, SD MicroSA",,540,-0.123288657,"Price, UT MicroSA",,540,-0.04914974,"Marquette, MI MicroSA"
541,-0.017367554,"Elkhart-Goshen, IN MSA",,541,-0.123453405,"Boone, IA MicroSA",,541,-0.05212464,"Lake City, FL MicroSA"
542,-0.017716344,"Wauchula, FL MicroSA",,542,-0.126110771,"Jasper, IN MicroSA",,542,-0.052240669,"Racine, WI MSA"
543,-0.017830357,"Portland-Vancouver-Hillsboro, OR-WA MSA",,543,-0.126221236,"Mountain Home, ID MicroSA",,543,-0.052842341,"Beckley, WV MSA"
544,-0.018012203,"Grand Forks, ND-MN MSA",,544,-0.126576344,"Lansing-East Lansing, MI MSA",,544,-0.053031601,"Sault Ste. Marie, MI MicroSA"
545,-0.018512973,"Battle Creek, MI MSA",,545,-0.130270821,"Sayre, PA MicroSA",,545,-0.053285577,"Edwards, CO MicroSA"
546,-0.018581259,"Cullman, AL MicroSA",,546,-0.130933102,"Burley, ID MicroSA",,546,-0.05350678,"Grenada, MS MicroSA"
547,-0.018795201,"Bellingham, WA MSA",,547,-0.132269078,"Denver-Aurora-Lakewood, CO MSA",,547,-0.053652516,"Statesboro, GA MicroSA"
548,-0.019319718,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",,548,-0.134182352,"Centralia, WA MicroSA",,548,-0.054117232,"Middlesborough, KY MicroSA"
549,-0.019319989,"Gardnerville Ranchos, NV MicroSA",,549,-0.134356782,"Washington, IN MicroSA",,549,-0.054223548,"Hobbs, NM MicroSA"
550,-0.020123582,"Parkersburg-Vienna, WV MSA",,550,-0.13671272,"Pittsburg, KS MicroSA",,550,-0.054427009,"Stillwater, OK MicroSA"
551,-0.020143805,"Ottumwa, IA MicroSA",,551,-0.137849729,"Carbondale-Marion, IL MSA",,551,-0.054690045,"Clinton, IA MicroSA"
552,-0.02030351,"Frankfort, KY MicroSA",,552,-0.140188071,"Cookeville, TN MicroSA",,552,-0.054725478,"Silver City, NM MicroSA"
553,-0.020650836,"Blackfoot, ID MicroSA",,553,-0.140233758,"Sierra Vista-Douglas, AZ MSA",,553,-0.055042791,"Mobile, AL MSA"
554,-0.020760296,"Roswell, NM MicroSA",,554,-0.141843593,"Ellensburg, WA MicroSA",,554,-0.055240469,"Reading, PA MSA"
555,-0.02077542,"Ketchikan, AK MicroSA",,555,-0.141998407,"Salisbury, MD-DE MSA",,555,-0.05623347,"Wenatchee, WA MSA"
556,-0.020837114,"Huron, SD MicroSA",,556,-0.143476317,"Lewiston, ID-WA MSA",,556,-0.056249775,"Toledo, OH MSA"
557,-0.020846809,"The Villages, FL MSA",,557,-0.143567082,"East Stroudsburg, PA MSA",,557,-0.057280545,"Hudson, NY MicroSA"
558,-0.021247855,"Sioux Falls, SD MSA",,558,-0.14475805,"Madisonville, KY MicroSA",,558,-0.057685666,"Seneca Falls, NY MicroSA"
559,-0.021324926,"Burlington, IA-IL MicroSA",,559,-0.145572516,"Hutchinson, KS MicroSA",,559,-0.057703467,"Norfolk, NE MicroSA"
560,-0.021380525,"Salem, OR MSA",,560,-0.145799307,"Gainesville, TX MicroSA",,560,-0.058169318,"Bastrop, LA MicroSA"
561,-0.021417094,"Whitewater-Elkhorn, WI MicroSA",,561,-0.146653609,"Sweetwater, TX MicroSA",,561,-0.058962536,"Marshalltown, IA MicroSA"
562,-0.021420639,"Toledo, OH MSA",,562,-0.14998599,"Plainview, TX MicroSA",,562,-0.060513222,"Uvalde, TX MicroSA"
563,-0.021552021,"Canon City, CO MicroSA",,563,-0.150170527,"Twin Falls, ID MicroSA",,563,-0.061232271,"Cleveland, MS MicroSA"
564,-0.0216562,"Corsicana, TX MicroSA",,564,-0.151002115,"Marshalltown, IA MicroSA",,564,-0.061248393,"Calhoun, GA MicroSA"
